time,queue
2016-01-10 17:52:02,2
2016-01-10 17:57:01,1
2016-01-10 17:57:02,2
2016-01-10 18:02:00,1
2016-01-10 18:02:01,4
2016-01-10 18:02:02,6
2016-01-10 18:07:01,2
2016-01-10 18:07:02,2
2016-01-10 18:12:02,1
2016-01-10 18:32:00,1
2016-01-10 18:32:01,3
2016-01-10 18:37:00,1
2016-01-10 18:46:02,1
2016-01-10 18:47:01,2
2016-01-10 18:52:02,1
2016-01-10 19:02:00,2
2016-01-10 19:22:00,2
2016-01-10 19:47:01,1
2016-01-10 19:52:00,1
2016-01-10 19:52:01,2
2016-01-10 20:01:00,1
2016-01-10 20:02:01,3
2016-01-10 20:37:01,1
2016-01-10 20:42:01,1
2016-01-10 21:22:00,1
2016-01-10 22:02:01,1
2016-01-10 23:22:00,2
2016-01-10 23:52:01,1
2016-01-10 23:57:00,1
2016-01-11 01:32:00,1
2016-01-11 03:52:01,1
2016-01-11 04:57:00,1
2016-01-11 05:12:01,1
2016-01-11 05:17:00,1
2016-01-11 05:27:01,1
2016-01-11 05:27:02,2
2016-01-11 05:46:01,1
2016-01-11 05:47:01,2
2016-01-11 06:02:01,1
2016-01-11 06:12:01,1
2016-01-11 06:42:00,3
2016-01-11 06:42:01,4
2016-01-11 06:56:01,1
2016-01-11 06:57:01,3
2016-01-11 06:57:02,4
2016-01-11 07:12:01,1
2016-01-11 07:17:01,1
2016-01-11 07:21:01,1
2016-01-11 07:22:00,2
2016-01-11 07:22:01,3
2016-01-11 07:26:01,1
2016-01-11 07:27:00,3
2016-01-11 07:32:02,1
2016-01-11 07:37:01,1
2016-01-11 07:42:01,3
2016-01-11 07:42:02,7
2016-01-11 07:46:01,2
2016-01-11 07:46:02,3
2016-01-11 07:47:01,5
2016-01-11 07:47:02,8
2016-01-11 07:52:00,3
2016-01-11 07:52:01,1
2016-01-11 07:52:02,2
2016-01-11 07:57:00,1
2016-01-11 07:57:01,3
2016-01-11 08:02:02,3
2016-01-11 08:07:01,1
2016-01-11 08:42:01,1
2016-01-11 08:47:00,1
2016-01-11 08:47:01,2
2016-01-11 08:52:01,1
2016-01-11 08:52:02,2
2016-01-11 08:57:00,1
2016-01-11 08:57:01,3
2016-01-11 09:07:01,2
2016-01-11 09:17:01,2
2016-01-11 09:27:01,1
2016-01-11 09:32:00,1
2016-01-11 09:37:01,2
2016-01-11 09:42:00,2
2016-01-11 09:42:01,3
2016-01-11 09:47:01,1
2016-01-11 09:47:02,2
2016-01-11 09:52:01,1
2016-01-11 10:02:01,2
2016-01-11 10:12:01,1
2016-01-11 10:12:02,2
2016-01-11 10:17:01,2
2016-01-11 10:22:00,1
2016-01-11 10:32:01,1
2016-01-11 10:32:02,2
2016-01-11 10:52:01,1
2016-01-11 11:02:02,1
2016-01-11 11:12:01,3
2016-01-11 11:22:01,1
2016-01-11 11:32:02,1
2016-01-11 11:37:02,1
2016-01-11 11:52:00,1
2016-01-11 12:01:00,1
2016-01-11 12:02:01,3
2016-01-11 12:07:01,3
2016-01-11 12:12:01,2
2016-01-11 12:12:02,3
2016-01-11 12:17:01,1
2016-01-11 12:32:01,3
2016-01-11 12:36:01,1
2016-01-11 12:37:01,2
2016-01-11 12:42:01,1
2016-01-11 12:47:00,1
2016-01-11 12:52:01,1
2016-01-11 12:52:02,3
2016-01-11 12:57:00,1
2016-01-11 13:02:01,1
2016-01-11 13:07:00,1
2016-01-11 13:07:02,2
2016-01-11 13:17:02,1
2016-01-11 13:22:01,1
2016-01-11 13:37:02,3
2016-01-11 13:37:03,4
2016-01-11 13:41:01,3
2016-01-11 13:42:01,3
2016-01-11 13:42:02,4
2016-01-11 13:52:00,1
2016-01-11 14:07:01,2
2016-01-11 14:07:02,3
2016-01-11 14:12:02,2
2016-01-11 14:22:02,1
2016-01-11 14:27:01,1
2016-01-11 14:27:02,2
2016-01-11 14:32:01,1
2016-01-11 14:32:02,2
2016-01-11 14:37:01,2
2016-01-11 14:51:00,1
2016-01-11 14:52:00,2
2016-01-11 14:52:01,3
2016-01-11 15:07:01,2
2016-01-11 15:12:01,1
2016-01-11 15:32:00,1
2016-01-11 15:32:01,2
2016-01-11 15:37:01,1
2016-01-11 15:52:01,1
2016-01-11 15:57:00,2
2016-01-11 16:01:01,1
2016-01-11 16:02:02,2
2016-01-11 16:31:01,1
2016-01-11 16:32:00,2
2016-01-11 16:32:01,4
2016-01-11 16:37:00,2
2016-01-11 16:37:02,4
2016-01-11 16:42:01,1
2016-01-11 16:52:02,2
2016-01-11 16:57:01,3
2016-01-11 17:02:01,2
2016-01-11 17:07:00,1
2016-01-11 17:07:01,4
2016-01-11 17:12:01,2
2016-01-11 17:12:02,3
2016-01-11 17:17:01,1
2016-01-11 17:22:01,1
2016-01-11 17:22:02,2
2016-01-11 17:27:00,1
2016-01-11 17:42:01,2
2016-01-11 18:06:01,1
2016-01-11 18:07:01,2
2016-01-11 18:07:02,5
2016-01-11 18:37:00,1
2016-01-11 18:42:01,1
2016-01-11 18:42:02,2
2016-01-11 18:52:01,1
2016-01-11 18:57:01,1
2016-01-11 19:01:00,1
2016-01-11 19:12:01,1
2016-01-11 19:22:01,1
2016-01-11 19:27:01,1
2016-01-11 19:37:01,1
2016-01-11 19:52:01,2
2016-01-11 19:57:00,1
2016-01-11 19:57:01,2
2016-01-11 20:02:01,1
2016-01-11 20:12:00,1
2016-01-11 20:12:01,2
2016-01-11 20:22:02,2
2016-01-11 20:37:01,2
2016-01-11 21:37:01,2
2016-01-11 21:37:02,3
2016-01-11 21:57:01,1
2016-01-11 22:32:00,1
2016-01-11 23:37:00,1
2016-01-11 23:37:01,2
2016-01-12 00:02:00,1
2016-01-12 01:37:00,1
2016-01-12 03:57:01,1
2016-01-12 04:27:00,1
2016-01-12 05:12:00,2
2016-01-12 05:12:01,3
2016-01-12 05:27:00,1
2016-01-12 05:27:01,2
2016-01-12 05:42:00,1
2016-01-12 05:42:01,2
2016-01-12 05:52:01,1
2016-01-12 05:52:02,2
2016-01-12 05:56:00,2
2016-01-12 05:57:00,2
2016-01-12 06:02:00,1
2016-01-12 06:07:01,1
2016-01-12 06:27:01,1
2016-01-12 06:32:01,2
2016-01-12 06:37:00,1
2016-01-12 06:47:01,1
2016-01-12 07:07:01,2
2016-01-12 07:07:02,3
2016-01-12 07:12:01,1
2016-01-12 07:12:02,2
2016-01-12 07:17:01,1
2016-01-12 07:36:01,2
2016-01-12 07:37:01,3
2016-01-12 07:41:01,1
2016-01-12 07:42:01,3
2016-01-12 07:47:01,1
2016-01-12 07:57:02,1
2016-01-12 08:37:01,2
2016-01-12 08:42:00,1
2016-01-12 08:42:01,3
2016-01-12 08:57:01,2
2016-01-12 09:02:00,2
2016-01-12 09:12:00,1
2016-01-12 09:17:01,1
2016-01-12 09:27:01,1
2016-01-12 09:27:02,4
2016-01-12 09:32:01,2
2016-01-12 09:42:00,1
2016-01-12 09:47:00,1
2016-01-12 10:17:00,1
2016-01-12 10:17:01,3
2016-01-12 10:27:01,2
2016-01-12 10:37:01,1
2016-01-12 10:37:02,2
2016-01-12 10:42:01,1
2016-01-12 10:47:00,1
2016-01-12 10:52:01,1
2016-01-12 10:57:00,2
2016-01-12 10:57:01,3
2016-01-12 11:01:01,1
2016-01-12 11:12:01,2
2016-01-12 11:22:00,1
2016-01-12 11:37:00,1
2016-01-12 11:52:01,2
2016-01-12 11:57:01,1
2016-01-12 12:02:01,2
2016-01-12 12:11:00,1
2016-01-12 12:17:01,2
2016-01-12 12:22:00,2
2016-01-12 12:22:02,3
2016-01-12 12:27:01,1
2016-01-12 12:32:00,1
2016-01-12 12:32:01,3
2016-01-12 12:32:02,4
2016-01-12 12:37:00,1
2016-01-12 12:37:01,2
2016-01-12 12:37:02,3
2016-01-12 12:42:01,1
2016-01-12 12:52:00,1
2016-01-12 12:57:01,3
2016-01-12 12:57:02,5
2016-01-12 13:02:00,1
2016-01-12 13:02:01,2
2016-01-12 13:07:01,1
2016-01-12 13:12:00,2
2016-01-12 13:12:01,3
2016-01-12 13:12:02,4
2016-01-12 13:17:00,2
2016-01-12 13:17:02,3
2016-01-12 13:42:00,1
2016-01-12 13:42:02,2
2016-01-12 13:57:01,1
2016-01-12 14:02:00,1
2016-01-12 14:02:01,2
2016-01-12 14:17:00,1
2016-01-12 14:37:00,2
2016-01-12 14:37:01,3
2016-01-12 14:42:01,2
2016-01-12 14:42:02,3
2016-01-12 14:46:00,1
2016-01-12 14:47:00,1
2016-01-12 14:47:01,2
2016-01-12 14:52:01,2
2016-01-12 14:52:03,4
2016-01-12 14:52:04,7
2016-01-12 14:56:02,2
2016-01-12 14:57:01,3
2016-01-12 14:57:02,4
2016-01-12 15:02:00,1
2016-01-12 15:02:01,2
2016-01-12 15:02:02,4
2016-01-12 15:07:01,2
2016-01-12 15:07:02,4
2016-01-12 15:17:01,1
2016-01-12 15:17:02,3
2016-01-12 15:22:00,1
2016-01-12 15:22:01,2
2016-01-12 15:22:02,6
2016-01-12 15:27:00,2
2016-01-12 15:41:01,1
2016-01-12 15:42:00,2
2016-01-12 15:42:01,4
2016-01-12 15:42:02,5
2016-01-12 16:02:00,1
2016-01-12 16:12:01,1
2016-01-12 16:22:01,4
2016-01-12 16:26:01,1
2016-01-12 16:32:02,1
2016-01-12 16:47:01,2
2016-01-12 16:52:01,2
2016-01-12 17:02:01,1
2016-01-12 17:02:02,2
2016-01-12 17:06:01,1
2016-01-12 17:07:01,2
2016-01-12 17:17:00,1
2016-01-12 17:17:01,2
2016-01-12 17:22:01,2
2016-01-12 17:22:02,3
2016-01-12 17:32:02,1
2016-01-12 18:07:00,1
2016-01-12 18:17:00,1
2016-01-12 18:22:00,1
2016-01-12 18:22:01,2
2016-01-12 18:26:00,1
2016-01-12 18:27:01,4
2016-01-12 18:32:02,5
2016-01-12 18:36:01,3
2016-01-12 18:36:02,2
2016-01-12 18:37:01,5
2016-01-12 18:37:02,7
2016-01-12 18:37:03,8
2016-01-12 18:41:01,3
2016-01-12 18:42:00,4
2016-01-12 18:42:01,5
2016-01-12 18:42:02,7
2016-01-12 18:47:01,3
2016-01-12 18:47:02,8
2016-01-12 18:47:03,11
2016-01-12 18:47:04,12
2016-01-12 18:51:01,8
2016-01-12 18:51:02,9
2016-01-12 18:52:00,12
2016-01-12 18:52:01,13
2016-01-12 18:56:00,9
2016-01-12 18:56:01,10
2016-01-12 18:57:01,10
2016-01-12 18:57:02,13
2016-01-12 18:57:03,15
2016-01-12 19:01:00,12
2016-01-12 19:01:01,13
2016-01-12 19:02:00,14
2016-01-12 19:02:01,17
2016-01-12 19:07:01,11
2016-01-12 19:07:02,12
2016-01-12 19:11:01,9
2016-01-12 19:11:02,11
2016-01-12 19:11:03,12
2016-01-12 19:12:01,13
2016-01-12 19:12:02,16
2016-01-12 19:12:03,17
2016-01-12 19:16:01,14
2016-01-12 19:16:02,16
2016-01-12 19:17:02,19
2016-01-12 19:21:01,17
2016-01-12 19:21:02,18
2016-01-12 19:22:01,18
2016-01-12 19:22:02,19
2016-01-12 19:27:00,16
2016-01-12 19:27:01,18
2016-01-12 19:27:02,21
2016-01-12 19:31:01,19
2016-01-12 19:31:02,21
2016-01-12 19:32:00,22
2016-01-12 19:32:01,23
2016-01-12 19:32:02,25
2016-01-12 19:36:01,22
2016-01-12 19:36:02,23
2016-01-12 19:37:01,25
2016-01-12 19:37:02,28
2016-01-12 19:41:00,26
2016-01-12 19:41:02,27
2016-01-12 19:42:02,27
2016-01-12 19:46:01,24
2016-01-12 19:46:03,25
2016-01-12 19:47:01,25
2016-01-12 19:47:02,27
2016-01-12 19:51:01,25
2016-01-12 19:51:02,26
2016-01-12 19:52:00,27
2016-01-12 19:52:01,29
2016-01-12 19:52:02,31
2016-01-12 19:56:01,28
2016-01-12 19:56:02,29
2016-01-12 19:57:01,29
2016-01-12 19:57:02,30
2016-01-12 20:02:01,26
2016-01-12 20:02:02,30
2016-01-12 20:06:02,28
2016-01-12 20:06:03,29
2016-01-12 20:07:01,29
2016-01-12 20:11:02,27
2016-01-12 20:12:02,30
2016-01-12 20:12:03,31
2016-01-12 20:16:01,29
2016-01-12 20:16:02,31
2016-01-12 20:16:03,32
2016-01-12 20:17:01,32
2016-01-12 20:17:02,34
2016-01-12 20:21:01,31
2016-01-12 20:21:02,32
2016-01-12 20:22:00,33
2016-01-12 20:27:00,29
2016-01-12 20:27:01,32
2016-01-12 20:31:01,29
2016-01-12 20:31:02,31
2016-01-12 20:32:01,32
2016-01-12 20:32:02,33
2016-01-12 20:36:00,32
2016-01-12 20:36:01,32
2016-01-12 20:37:01,34
2016-01-12 20:41:01,32
2016-01-12 20:42:01,32
2016-01-12 20:46:01,30
2016-01-12 20:46:02,31
2016-01-12 20:47:00,32
2016-01-12 20:47:01,34
2016-01-12 20:47:02,35
2016-01-12 20:51:02,33
2016-01-12 20:51:03,34
2016-01-12 20:52:00,36
2016-01-12 20:52:01,36
2016-01-12 20:56:01,33
2016-01-12 20:57:02,33
2016-01-12 21:01:03,30
2016-01-12 21:02:01,30
2016-01-12 21:07:01,26
2016-01-12 21:11:01,23
2016-01-12 21:11:02,24
2016-01-12 21:12:01,24
2016-01-12 21:17:00,21
2016-01-12 21:17:01,21
2016-01-12 21:22:01,18
2016-01-12 21:26:00,16
2016-01-12 21:26:01,16
2016-01-12 21:26:02,17
2016-01-12 21:27:01,17
2016-01-12 21:27:02,18
2016-01-12 21:32:01,14
2016-01-12 21:36:05,11
2016-01-12 21:37:03,11
2016-01-12 21:37:04,12
2016-01-12 21:41:01,9
2016-01-12 21:41:02,10
2016-01-12 21:42:00,11
2016-01-12 21:42:01,11
2016-01-12 21:46:00,10
2016-01-12 21:47:00,10
2016-01-12 21:51:02,6
2016-01-12 21:51:03,7
2016-01-12 21:52:02,8
2016-01-12 21:56:04,5
2016-01-12 21:57:01,6
2016-01-12 21:57:02,8
2016-01-12 22:02:02,5
2016-01-12 22:06:01,2
2016-01-12 22:12:01,1
2016-01-12 22:12:02,2
2016-01-12 22:27:02,1
2016-01-12 22:36:01,1
2016-01-12 22:37:26,4
2016-01-12 22:41:00,1
2016-01-12 22:42:01,2
2016-01-12 22:47:00,1
2016-01-12 22:47:01,2
2016-01-12 23:37:01,1
2016-01-12 23:42:00,1
2016-01-12 23:47:01,2
2016-01-13 01:22:01,1
2016-01-13 02:02:00,1
2016-01-13 02:52:01,1
2016-01-13 03:47:01,1
2016-01-13 03:52:01,1
2016-01-13 04:21:01,1
2016-01-13 04:22:00,2
2016-01-13 04:32:01,1
2016-01-13 04:47:00,1
2016-01-13 05:22:00,2
2016-01-13 05:32:01,1
2016-01-13 05:37:00,1
2016-01-13 05:57:02,1
2016-01-13 06:22:00,1
2016-01-13 06:37:01,5
2016-01-13 06:41:01,2
2016-01-13 06:47:00,1
2016-01-13 06:47:01,4
2016-01-13 06:52:00,1
2016-01-13 07:02:01,1
2016-01-13 07:07:01,3
2016-01-13 07:07:02,4
2016-01-13 07:12:00,1
2016-01-13 07:12:01,2
2016-01-13 07:17:00,2
2016-01-13 07:17:01,5
2016-01-13 07:22:01,1
2016-01-13 07:22:02,4
2016-01-13 07:26:00,2
2016-01-13 07:26:01,1
2016-01-13 07:27:01,3
2016-01-13 07:31:01,2
2016-01-13 07:32:00,3
2016-01-13 07:32:01,6
2016-01-13 07:36:01,1
2016-01-13 07:37:01,3
2016-01-13 07:37:02,5
2016-01-13 07:42:02,1
2016-01-13 07:47:01,2
2016-01-13 07:47:02,3
2016-01-13 07:57:01,2
2016-01-13 07:57:02,3
2016-01-13 08:01:02,1
2016-01-13 08:02:01,4
2016-01-13 08:02:02,5
2016-01-13 08:02:03,7
2016-01-13 08:06:01,3
2016-01-13 08:06:02,5
2016-01-13 08:22:02,2
2016-01-13 08:32:01,1
2016-01-13 08:47:01,1
2016-01-13 08:52:00,1
2016-01-13 08:52:01,2
2016-01-13 08:57:01,1
2016-01-13 09:57:00,1
2016-01-13 09:57:01,3
2016-01-13 10:07:00,1
2016-01-13 10:17:00,1
2016-01-13 10:21:01,1
2016-01-13 10:22:00,2
2016-01-13 10:22:01,4
2016-01-13 10:31:01,1
2016-01-13 10:32:00,2
2016-01-13 10:32:01,3
2016-01-13 10:37:02,3
2016-01-13 10:42:00,1
2016-01-13 10:42:01,2
2016-01-13 10:47:00,1
2016-01-13 11:02:01,1
2016-01-13 11:12:00,1
2016-01-13 11:17:00,1
2016-01-13 11:17:01,3
2016-01-13 11:17:02,4
2016-01-13 11:27:01,3
2016-01-13 11:27:02,5
2016-01-13 11:32:01,2
2016-01-13 11:32:02,4
2016-01-13 11:52:00,1
2016-01-13 12:12:01,1
2016-01-13 12:22:01,1
2016-01-13 12:27:00,1
2016-01-13 12:27:01,2
2016-01-13 12:32:01,1
2016-01-13 12:37:01,2
2016-01-13 12:42:01,1
2016-01-13 12:47:01,1
2016-01-13 13:02:01,1
2016-01-13 13:12:01,1
2016-01-13 13:22:01,2
2016-01-13 13:22:02,3
2016-01-13 13:27:00,1
2016-01-13 13:27:01,4
2016-01-13 13:32:02,1
2016-01-13 13:37:01,2
2016-01-13 13:42:01,2
2016-01-13 13:47:02,1
2016-01-13 13:52:00,1
2016-01-13 13:52:02,3
2016-01-13 13:57:01,1
2016-01-13 14:02:00,1
2016-01-13 14:02:01,4
2016-01-13 14:06:02,1
2016-01-13 14:07:01,3
2016-01-13 14:12:00,1
2016-01-13 14:12:01,2
2016-01-13 14:12:02,4
2016-01-13 14:17:01,1
2016-01-13 14:22:00,1
2016-01-13 14:27:02,1
2016-01-13 14:42:00,1
2016-01-13 14:42:02,3
2016-01-13 14:47:01,1
2016-01-13 14:57:01,1
2016-01-13 15:07:00,1
2016-01-13 15:22:01,1
2016-01-13 15:37:00,1
2016-01-13 15:37:01,2
2016-01-13 15:47:00,1
2016-01-13 16:07:01,1
2016-01-13 16:07:02,2
2016-01-13 16:12:00,1
2016-01-13 16:16:01,1
2016-01-13 16:22:00,1
2016-01-13 16:22:01,3
2016-01-13 16:37:01,1
2016-01-13 16:42:01,1
2016-01-13 16:42:02,3
2016-01-13 16:47:00,1
2016-01-13 16:47:01,2
2016-01-13 16:52:01,1
2016-01-13 16:52:02,2
2016-01-13 16:57:01,1
2016-01-13 17:07:02,1
2016-01-13 17:12:02,1
2016-01-13 17:12:03,4
2016-01-13 17:12:04,7
2016-01-13 17:16:01,5
2016-01-13 17:17:00,3
2016-01-13 17:17:02,5
2016-01-13 17:22:00,1
2016-01-13 17:22:01,2
2016-01-13 17:22:02,5
2016-01-13 17:26:02,1
2016-01-13 17:27:00,3
2016-01-13 17:32:01,1
2016-01-13 17:37:02,1
2016-01-13 18:07:00,1
2016-01-13 18:12:00,1
2016-01-13 18:27:01,3
2016-01-13 18:27:02,4
2016-01-13 18:32:01,1
2016-01-13 18:32:02,2
2016-01-13 18:42:01,4
2016-01-13 18:42:02,5
2016-01-13 19:03:01,1
2016-01-13 19:12:01,1
2016-01-13 20:02:01,2
2016-01-13 20:32:01,1
2016-01-13 21:02:01,2
2016-01-13 22:47:01,1
2016-01-13 23:17:01,1
2016-01-13 23:42:01,2
2016-01-13 23:57:01,1
2016-01-14 00:07:00,1
2016-01-14 00:37:00,1
2016-01-14 02:22:01,1
2016-01-14 02:32:00,1
2016-01-14 05:07:00,2
2016-01-14 05:17:01,1
2016-01-14 05:27:00,1
2016-01-14 05:42:00,1
2016-01-14 05:52:01,1
2016-01-14 05:57:01,1
2016-01-14 06:22:00,1
2016-01-14 06:32:00,1
2016-01-14 06:32:01,4
2016-01-14 06:37:00,1
2016-01-14 06:42:01,1
2016-01-14 06:42:02,2
2016-01-14 06:52:01,1
2016-01-14 07:02:01,1
2016-01-14 07:02:02,2
2016-01-14 07:07:01,1
2016-01-14 07:12:00,1
2016-01-14 07:12:01,2
2016-01-14 07:22:01,2
2016-01-14 07:22:02,3
2016-01-14 07:27:01,1
2016-01-14 07:27:02,2
2016-01-14 07:32:01,1
2016-01-14 07:32:02,2
2016-01-14 07:37:00,1
2016-01-14 07:42:00,3
2016-01-14 07:47:01,1
2016-01-14 07:57:01,1
2016-01-14 08:02:01,1
2016-01-14 08:07:01,2
2016-01-14 08:12:00,1
2016-01-14 08:17:01,2
2016-01-14 08:57:01,2
2016-01-14 08:57:02,3
2016-01-14 09:07:00,1
2016-01-14 09:07:01,2
2016-01-14 09:07:02,3
2016-01-14 09:17:01,1
2016-01-14 09:22:00,1
2016-01-14 09:32:01,1
2016-01-14 09:37:02,1
2016-01-14 09:47:00,1
2016-01-14 09:52:00,1
2016-01-14 09:56:01,1
2016-01-14 10:12:01,1
2016-01-14 10:17:01,1
2016-01-14 10:27:00,1
2016-01-14 10:37:00,2
2016-01-14 10:42:02,1
2016-01-14 10:47:00,2
2016-01-14 10:57:00,1
2016-01-14 10:57:02,2
2016-01-14 11:01:01,1
2016-01-14 11:02:00,2
2016-01-14 11:02:02,3
2016-01-14 11:07:00,1
2016-01-14 11:07:01,2
2016-01-14 11:12:01,2
2016-01-14 11:22:00,1
2016-01-14 11:22:01,2
2016-01-14 11:42:01,1
2016-01-14 11:42:02,2
2016-01-14 11:47:01,1
2016-01-14 11:52:00,1
2016-01-14 11:52:01,2
2016-01-14 11:56:01,1
2016-01-14 11:57:01,2
2016-01-14 11:57:02,4
2016-01-14 12:02:01,1
2016-01-14 12:12:01,1
2016-01-14 12:12:02,2
2016-01-14 12:17:00,1
2016-01-14 12:22:00,1
2016-01-14 12:22:01,2
2016-01-14 12:37:00,1
2016-01-14 12:47:00,1
2016-01-14 12:57:01,1
2016-01-14 13:02:01,1
2016-01-14 13:06:01,1
2016-01-14 13:07:00,2
2016-01-14 13:07:01,3
2016-01-14 13:32:01,1
2016-01-14 13:52:01,2
2016-01-14 13:52:02,3
2016-01-14 13:56:01,1
2016-01-14 13:57:00,2
2016-01-14 13:57:01,3
2016-01-14 14:02:00,1
2016-01-14 14:02:01,3
2016-01-14 14:07:01,1
2016-01-14 14:22:00,1
2016-01-14 14:32:00,1
2016-01-14 14:32:01,2
2016-01-14 14:37:00,2
2016-01-14 14:37:02,3
2016-01-14 14:47:01,2
2016-01-14 14:47:02,3
2016-01-14 14:57:01,1
2016-01-14 15:02:02,2
2016-01-14 15:07:00,1
2016-01-14 15:12:00,1
2016-01-14 15:22:01,1
2016-01-14 15:26:01,1
2016-01-14 15:32:01,1
2016-01-14 15:57:01,1
2016-01-14 16:02:01,1
2016-01-14 16:07:01,1
2016-01-14 16:27:01,1
2016-01-14 16:32:01,3
2016-01-14 16:32:02,4
2016-01-14 16:37:01,1
2016-01-14 16:42:00,1
2016-01-14 16:42:01,4
2016-01-14 16:42:02,7
2016-01-14 16:47:00,2
2016-01-14 16:47:01,4
2016-01-14 17:02:00,2
2016-01-14 17:02:01,3
2016-01-14 17:12:01,1
2016-01-14 17:12:02,3
2016-01-14 17:17:01,1
2016-01-14 17:22:01,1
2016-01-14 17:22:02,3
2016-01-14 17:31:01,1
2016-01-14 17:32:00,2
2016-01-14 17:32:02,4
2016-01-14 17:37:01,2
2016-01-14 17:42:01,2
2016-01-14 17:52:01,1
2016-01-14 17:57:01,3
2016-01-14 17:57:02,4
2016-01-14 18:02:02,1
2016-01-14 18:22:01,3
2016-01-14 18:22:02,4
2016-01-14 18:27:01,1
2016-01-14 18:27:02,2
2016-01-14 18:32:01,1
2016-01-14 18:32:02,2
2016-01-14 18:57:02,2
2016-01-14 19:17:01,1
2016-01-14 19:42:01,3
2016-01-14 20:22:01,2
2016-01-14 20:27:00,2
2016-01-14 20:32:01,3
2016-01-14 20:32:02,4
2016-01-14 20:47:01,2
2016-01-14 20:51:00,2
2016-01-14 20:52:01,3
2016-01-14 20:57:00,1
2016-01-14 21:07:00,1
2016-01-14 21:12:01,1
2016-01-14 21:27:00,1
2016-01-14 22:12:00,1
2016-01-14 22:12:01,2
2016-01-14 22:37:01,1
2016-01-14 22:42:00,1
2016-01-14 23:17:00,2
2016-01-15 00:12:00,1
2016-01-15 01:37:01,4
2016-01-15 01:42:01,1
2016-01-15 01:47:01,1
2016-01-15 02:42:00,1
2016-01-15 02:42:01,2
2016-01-15 03:11:01,1
2016-01-15 03:17:01,1
2016-01-15 04:42:01,2
2016-01-15 05:02:01,1
2016-01-15 05:47:01,1
2016-01-15 05:52:00,2
2016-01-15 05:52:01,4
2016-01-15 05:57:01,1
2016-01-15 06:02:00,1
2016-01-15 06:17:00,1
2016-01-15 06:17:01,2
2016-01-15 06:32:00,2
2016-01-15 06:32:01,4
2016-01-15 06:37:00,1
2016-01-15 06:37:01,2
2016-01-15 06:57:01,2
2016-01-15 07:02:01,1
2016-01-15 07:17:01,1
2016-01-15 07:22:00,2
2016-01-15 07:22:01,5
2016-01-15 07:27:01,1
2016-01-15 07:31:00,1
2016-01-15 07:32:01,2
2016-01-15 07:32:02,3
2016-01-15 07:42:01,1
2016-01-15 07:52:01,1
2016-01-15 07:52:02,4
2016-01-15 07:57:02,2
2016-01-15 08:02:01,1
2016-01-15 08:12:01,1
2016-01-15 08:17:00,3
2016-01-15 08:22:00,2
2016-01-15 08:32:00,2
2016-01-15 08:37:01,3
2016-01-15 08:37:02,4
2016-01-15 08:47:01,1
2016-01-15 08:47:02,2
2016-01-15 09:02:01,1
2016-01-15 09:02:02,2
2016-01-15 09:12:02,1
2016-01-15 09:17:01,1
2016-01-15 09:27:01,1
2016-01-15 09:32:00,1
2016-01-15 09:32:01,4
2016-01-15 09:32:02,5
2016-01-15 09:52:00,1
2016-01-15 10:12:01,1
2016-01-15 10:17:01,2
2016-01-15 10:27:00,2
2016-01-15 10:27:01,3
2016-01-15 10:27:02,5
2016-01-15 10:32:00,1
2016-01-15 10:32:01,2
2016-01-15 10:32:02,4
2016-01-15 10:32:03,5
2016-01-15 10:42:00,1
2016-01-15 10:47:01,3
2016-01-15 10:52:00,1
2016-01-15 11:02:01,1
2016-01-15 11:02:02,2
2016-01-15 11:07:00,1
2016-01-15 11:11:00,1
2016-01-15 11:12:01,4
2016-01-15 11:12:02,5
2016-01-15 11:17:01,1
2016-01-15 11:22:02,1
2016-01-15 11:27:01,2
2016-01-15 11:27:02,3
2016-01-15 11:46:02,1
2016-01-15 12:07:00,2
2016-01-15 12:12:01,1
2016-01-15 12:12:02,2
2016-01-15 12:22:00,1
2016-01-15 12:27:00,1
2016-01-15 12:27:01,4
2016-01-15 12:32:02,1
2016-01-15 12:37:00,3
2016-01-15 12:37:01,4
2016-01-15 12:42:01,1
2016-01-15 12:42:02,3
2016-01-15 12:42:03,4
2016-01-15 12:47:01,1
2016-01-15 12:47:02,3
2016-01-15 12:52:01,2
2016-01-15 12:52:02,3
2016-01-15 12:52:03,7
2016-01-15 12:56:00,6
2016-01-15 12:57:01,6
2016-01-15 12:57:02,7
2016-01-15 13:07:01,5
2016-01-15 13:07:02,6
2016-01-15 13:12:01,3
2016-01-15 13:22:00,1
2016-01-15 13:22:02,2
2016-01-15 13:27:02,2
2016-01-15 13:32:00,1
2016-01-15 13:37:02,4
2016-01-15 13:42:00,1
2016-01-15 13:42:01,2
2016-01-15 13:42:02,4
2016-01-15 13:47:02,1
2016-01-15 13:57:00,1
2016-01-15 13:57:02,2
2016-01-15 14:12:02,1
2016-01-15 14:27:01,1
2016-01-15 14:27:02,2
2016-01-15 14:32:01,1
2016-01-15 14:32:02,2
2016-01-15 14:37:01,1
2016-01-15 14:37:02,2
2016-01-15 14:42:02,1
2016-01-15 14:47:01,1
2016-01-15 14:52:00,2
2016-01-15 14:52:01,4
2016-01-15 14:57:02,3
2016-01-15 15:02:01,1
2016-01-15 15:02:02,2
2016-01-15 15:07:01,1
2016-01-15 15:07:02,2
2016-01-15 15:07:03,5
2016-01-15 15:11:01,2
2016-01-15 15:11:02,2
2016-01-15 15:12:01,3
